Participante,Centro,Curso,Temario,Al menos 7h 30',Último tema terminado,Al menos ha visto un 75%,Actividad (#eventos),Numero de videos reproducidos,Numero de respuestas,Tiempo mirando videos,Tiempo siguiendo curso,Hora comienzo curso,Hora ultima actividad
6,C045 - Residencia Soto Fresnos de Soto del Real,RETO045,RETOMadrID - Curso de uso básico de ordenador,false,false,false,169,14,25,00:43:32,03:02:50,2025-03-18 09:57:32.719000+01:00 CET Europe/Madrid,2025-03-20 10:40:40.389000+01:00 CET Europe/Madrid
11,C116 - Local de la Tercera Edad de Navalgalamella,RETO116,RETOMadrID - Curso de uso básico de ordenador,true,true,true,544,68,71,05:59:00,08:43:28,2025-03-15 18:56:31.194000+01:00 CET Europe/Madrid,2025-03-25 10:23:22.869000+01:00 CET Europe/Madrid
5,C066 - Ayuntamiento de Villamanrique de Tajo,RETO066,RETOMadrID - Curso de uso básico de ordenador,true,false,true,598,66,71,06:03:06,08:52:03,2025-01-20 10:15:11.337000+01:00 CET Europe/Madrid,2025-03-25 13:11:20.113000+01:00 CET Europe/Madrid
1,"C008 - Coworking Puerta de la Sierra. Cotos de Monterrey, Venturada",RETO008,RETOMadrID - Curso de uso básico de ordenador,true,false,true,627,66,71,13:34:35,19:59:04,2024-07-03 12:03:03.878000+02:00 CEST Europe/Madrid,2024-08-16 19:51:26.771000+02:00 CEST Europe/Madrid
10,C026 - Bilbioteca Municipal de Navalafuente,RETO026,RETOMadrID - Curso de uso básico de ordenador,true,false,true,573,65,71,06:14:06,08:45:01,2024-10-08 13:09:00.947000+02:00 CEST Europe/Madrid,2024-10-23 15:46:27.834000+02:00 CEST Europe/Madrid
6,C095 - Centro de mayores Casablanca de Griñón,RETO095,RETOMadrID - Curso de uso básico de ordenador,false,false,false,88,7,21,00:23:51,01:17:58,2025-03-10 13:41:55.865000+01:00 CET Europe/Madrid,2025-03-19 11:34:28.373000+01:00 CET Europe/Madrid
21,C066 - Ayuntamiento de Villamanrique de Tajo,RETO066,RETOMadrID - Curso de uso básico de ordenador,true,true,true,476,68,71,05:58:22,07:53:47,2025-02-12 10:48:36.947000+01:00 CET Europe/Madrid,2025-03-25 13:11:15.878000+01:00 CET Europe/Madrid
9,"C008 - Coworking Puerta de la Sierra. Cotos de Monterrey, Venturada",RETO008,RETOMadrID - Curso de uso básico de ordenador,true,false,true,2153,62,71,05:25:47,25:54:25,2024-09-23 15:03:39.008000+02:00 CEST Europe/Madrid,2025-02-21 19:38:48.939000+01:00 CET Europe/Madrid
5,C067 - Centro de Mayores de Puebla de la Sierra,RETO067,RETOMadrID - Curso de uso básico de ordenador,false,false,false,114,13,21,00:41:28,00:57:48,2025-03-18 09:58:18.910000+01:00 CET Europe/Madrid,2025-03-18 10:56:06.926000+01:00 CET Europe/Madrid
6,C075 - Centro Cultural de La Serna del Monte,RETO075,RETOMadrID - Curso de uso básico de ordenador,false,false,false,151,13,25,01:35:28,03:40:35,2025-03-04 16:05:58.530000+01:00 CET Europe/Madrid,2025-03-21 19:02:14.546000+01:00 CET Europe/Madrid
13,C047 - Biblioteca Municipal de Alpedrete,RETO047,RETOMadrID - Curso de uso básico de ordenador,false,false,false,234,20,25,01:46:36,02:50:58,2024-11-06 11:55:35.490000+01:00 CET Europe/Madrid,2024-11-08 13:27:11.547000+01:00 CET Europe/Madrid
prueba1,C097 - AMAVIR de Cenicientos,RETO097,RETOMadrID - Curso de uso básico de ordenador,false,false,false,38,1,2,00:04:20,00:57:25,2025-01-24 11:54:01.737000+01:00 CET Europe/Madrid,2025-03-12 11:22:17.968000+01:00 CET Europe/Madrid
3,C035 - Centro de Lectura de Carabaña ,RETO035,RETOMadrID - Curso de uso básico de ordenador,true,false,true,795,66,71,09:37:16,16:29:19,2024-11-10 19:47:52.290000+01:00 CET Europe/Madrid,2024-12-19 20:26:44.779000+01:00 CET Europe/Madrid
23,C100 - Rescofoil de Colmenar de Oreja,RETO100,RETOMadrID - Curso de uso básico de ordenador,true,true,true,666,68,71,01:14:49,09:24:46,2025-03-12 12:11:30.361000+01:00 CET Europe/Madrid,2025-03-26 15:18:56.247000+01:00 CET Europe/Madrid
7,C100 - Rescofoil de Colmenar de Oreja,RETO100,RETOMadrID - Curso de uso básico de ordenador,true,false,false,659,27,25,09:08:48,12:57:59,2025-01-16 15:57:36.369000+01:00 CET Europe/Madrid,2025-03-03 16:51:48.038000+01:00 CET Europe/Madrid
1,C125 - Residencia de Personas Mayores DOMUSVI Magan de Torrejón de la Calzada ,RETO125,RETOMadrID - Curso de uso básico de ordenador,false,false,false,10,0,0,,00:00:54,2025-03-28 11:56:51.375000+01:00 CET Europe/Madrid,2025-03-28 11:57:45.317000+01:00 CET Europe/Madrid
9,"C110 - Biblioteca Municipal ""Jacinto Benavente"" de Villarejo de Salvanés",RETO110,RETOMadrID - Curso de uso básico de ordenador,false,false,true,417,61,43,04:05:04,06:37:34,2025-03-07 11:03:26.089000+01:00 CET Europe/Madrid,2025-03-25 11:17:17.165000+01:00 CET Europe/Madrid
3,C060 - Centro Polivalente Gargantilla de Lozoya,RETO060,RETOMadrID - Curso de uso básico de ordenador,true,false,true,796,66,71,05:21:42,12:12:38,2024-11-02 10:47:33.357000+01:00 CET Europe/Madrid,2025-02-19 13:49:41.660000+01:00 CET Europe/Madrid
15,C058 - CEPA San Martín de la Vega,RETO058,RETOMadrID - Curso de uso básico de ordenador,false,false,false,91,2,18,00:21:49,00:44:52,2024-10-07 16:45:22.258000+02:00 CEST Europe/Madrid,2024-10-07 17:30:14.656000+02:00 CEST Europe/Madrid
4,C116 - Local de la Tercera Edad de Navalgalamella,RETO116,RETOMadrID - Curso de uso básico de ordenador,true,true,true,574,68,71,03:51:28,07:42:59,2025-03-11 11:03:38.070000+01:00 CET Europe/Madrid,2025-03-18 14:10:22.529000+01:00 CET Europe/Madrid
13,C029 - Casa de la Cultura de Villanueva de Perales,RETO029,RETOMadrID - Curso de uso básico de ordenador,true,false,true,634,66,71,05:07:09,09:28:18,2024-10-07 12:09:30.729000+02:00 CEST Europe/Madrid,2024-10-16 13:50:20.937000+02:00 CEST Europe/Madrid
24,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,false,false,true,342,57,39,03:48:01,05:22:59,2025-03-17 17:18:24.881000+01:00 CET Europe/Madrid,2025-03-24 18:56:24.635000+01:00 CET Europe/Madrid
2,C024 - Centro de Mayores de Prádena del Rincón,RETO024,RETOMadrID - Curso de uso básico de ordenador,true,false,true,466,64,70,04:35:44,11:59:21,2024-11-13 16:53:38.411000+01:00 CET Europe/Madrid,2025-01-28 16:57:33.796000+01:00 CET Europe/Madrid
4,C026 - Bilbioteca Municipal de Navalafuente,RETO026,RETOMadrID - Curso de uso básico de ordenador,true,false,true,580,66,71,06:44:55,09:15:46,2024-10-02 16:05:13.160000+02:00 CEST Europe/Madrid,2024-12-05 14:28:08.561000+01:00 CET Europe/Madrid
1,C076 - Biblioteca Santa Ana en Villaconejos,RETO076,RETOMadrID - Curso de uso básico de ordenador,false,false,false,231,18,19,01:25:12,05:15:58,2022-05-30 20:12:30.745000+02:00 CEST Europe/Madrid,2025-02-11 11:54:37.480000+01:00 CET Europe/Madrid
5,C060 - Centro Polivalente Gargantilla de Lozoya,RETO060,RETOMadrID - Curso de uso básico de ordenador,true,false,true,581,66,71,07:09:49,09:19:40,2024-11-01 11:03:48.710000+01:00 CET Europe/Madrid,2025-03-12 13:04:02.065000+01:00 CET Europe/Madrid
10,C044 - Edificio Escuelas Centro Actividades de Belvis del Jarama,RETO044,RETOMadrID - Curso de uso básico de ordenador,true,true,true,719,68,71,05:29:12,08:06:34,2025-02-10 18:08:14.350000+01:00 CET Europe/Madrid,2025-02-17 11:15:16.339000+01:00 CET Europe/Madrid
8,C003 - Biblioteca Municipal en Sevilla la Nueva,RETO003,RETOMadrID - Curso de uso básico de ordenador,false,false,false,215,37,31,02:45:33,03:39:40,2025-02-13 11:26:05.793000+01:00 CET Europe/Madrid,2025-03-07 11:51:32.534000+01:00 CET Europe/Madrid
2,C075 - Centro Cultural de La Serna del Monte,RETO075,RETOMadrID - Curso de uso básico de ordenador,false,false,false,95,4,21,00:15:44,00:24:38,2025-02-05 13:34:28.295000+01:00 CET Europe/Madrid,2025-02-05 13:59:06.861000+01:00 CET Europe/Madrid
4,C002 - Centro Cultural Pedro de Lorenzo en Soto del Real,RETO002,RETOMadrID - Curso de uso básico de ordenador,true,false,true,1721,66,53,06:25:46,15:47:06,2024-11-14 09:04:38.200000+01:00 CET Europe/Madrid,2025-03-27 19:44:53.274000+01:00 CET Europe/Madrid
19,"C008 - Coworking Puerta de la Sierra. Cotos de Monterrey, Venturada",RETO008,RETOMadrID - Curso de uso básico de ordenador,true,false,true,1115,65,71,07:07:06,11:47:26,2025-03-06 11:33:11.679000+01:00 CET Europe/Madrid,2025-03-19 12:16:30.300000+01:00 CET Europe/Madrid
9,C022 - Ayuntamiento de Redueña,RETO022,RETOMadrID - Curso de uso básico de ordenador,true,false,true,606,66,62,08:23:46,10:14:46,2025-01-16 12:09:16.059000+01:00 CET Europe/Madrid,2025-01-22 13:29:05.256000+01:00 CET Europe/Madrid
1,C026 - Bilbioteca Municipal de Navalafuente,RETO026,RETOMadrID - Curso de uso básico de ordenador,true,false,true,641,66,71,08:19:35,12:40:15,2024-10-01 17:56:51.414000+02:00 CEST Europe/Madrid,2024-11-19 18:58:15.999000+01:00 CET Europe/Madrid
5,C059 - Centro de mayores de Robledo de Chavela,RETO059,RETOMadrID - Curso de uso básico de ordenador,false,false,true,336,52,37,04:16:35,05:39:59,2024-11-29 10:56:30.908000+01:00 CET Europe/Madrid,2024-12-12 11:44:45.584000+01:00 CET Europe/Madrid
8,C066 - Ayuntamiento de Villamanrique de Tajo,RETO066,RETOMadrID - Curso de uso básico de ordenador,true,false,true,644,66,45,05:28:07,07:54:15,2025-01-20 12:02:45.220000+01:00 CET Europe/Madrid,2025-01-28 13:50:56.217000+01:00 CET Europe/Madrid
4,C100 - Rescofoil de Colmenar de Oreja,RETO100,RETOMadrID - Curso de uso básico de ordenador,false,true,false,346,26,49,02:18:46,06:15:25,2025-02-04 10:55:45.673000+01:00 CET Europe/Madrid,2025-03-21 15:29:00.770000+01:00 CET Europe/Madrid
7,C109 - Funadación APASCOVI de Colmenarejo,RETO109,RETOMadrID - Curso de uso básico de ordenador,false,false,false,176,23,24,01:23:22,03:03:31,2025-02-27 15:44:12.084000+01:00 CET Europe/Madrid,2025-03-20 10:25:10.729000+01:00 CET Europe/Madrid
4,C047 - Biblioteca Municipal de Alpedrete,RETO047,RETOMadrID - Curso de uso básico de ordenador,true,false,true,596,66,71,06:13:37,08:34:10,2024-09-09 10:05:26.130000+02:00 CEST Europe/Madrid,2025-01-14 22:09:48.243000+01:00 CET Europe/Madrid
prueba1,C069 - Aula Los Santos de la Humosa CEPA Torres de la Alameda,RETO069,RETOMadrID - Curso de uso básico de ordenador,false,false,false,2,0,0,00:00:10,00:00:10,2024-11-18 13:29:50.480000+01:00 CET Europe/Madrid,2024-11-18 13:30:00.431000+01:00 CET Europe/Madrid
5,C097 - AMAVIR de Cenicientos,RETO097,RETOMadrID - Curso de uso básico de ordenador,false,false,false,306,32,26,02:12:39,04:11:47,2025-03-12 12:07:23.109000+01:00 CET Europe/Madrid,2025-03-21 12:35:01.271000+01:00 CET Europe/Madrid
11,C061 - Casa de la Cultura de Morata de Tajuña,RETO061,RETOMadrID - Curso de uso básico de ordenador,false,false,false,544,43,31,02:29:11,05:15:05,2025-02-06 16:56:55.246000+01:00 CET Europe/Madrid,2025-03-13 16:27:30.305000+01:00 CET Europe/Madrid
prueba1,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,false,false,false,77,3,18,00:08:49,00:29:42,2024-12-12 15:21:08.354000+01:00 CET Europe/Madrid,2024-12-30 08:30:35.427000+01:00 CET Europe/Madrid
2,C030 - Centro Acogida Solicitantes de Asilo del Escorial,RETO030,RETOMadrID - Curso de uso básico de ordenador,false,false,false,283,19,25,02:33:32,05:11:57,2025-01-16 11:38:39.279000+01:00 CET Europe/Madrid,2025-01-24 16:31:11.397000+01:00 CET Europe/Madrid
4,C035 - Centro de Lectura de Carabaña ,RETO035,RETOMadrID - Curso de uso básico de ordenador,true,false,true,700,64,68,06:15:34,11:59:32,2024-09-08 16:17:41.288000+02:00 CEST Europe/Madrid,2024-10-16 17:18:20.177000+02:00 CEST Europe/Madrid
8,C029 - Casa de la Cultura de Villanueva de Perales,RETO029,RETOMadrID - Curso de uso básico de ordenador,true,false,true,491,66,71,05:56:23,08:49:51,2024-09-30 11:03:32.327000+02:00 CEST Europe/Madrid,2024-12-11 13:11:01.764000+01:00 CET Europe/Madrid
20,C018 - Biblioteca Municipal de Chapinería,RETO018,RETOMadrID - Curso de uso básico de ordenador,false,false,false,12,1,0,00:05:10,01:07:44,2024-06-14 10:06:42.789000+02:00 CEST Europe/Madrid,2024-06-14 16:48:12.191000+02:00 CEST Europe/Madrid
4,C067 - Centro de Mayores de Puebla de la Sierra,RETO067,RETOMadrID - Curso de uso básico de ordenador,false,false,false,104,4,18,00:23:43,00:59:04,2025-02-27 20:13:01.191000+01:00 CET Europe/Madrid,2025-03-18 19:45:42.519000+01:00 CET Europe/Madrid
1,C075 - Centro Cultural de La Serna del Monte,RETO075,RETOMadrID - Curso de uso básico de ordenador,true,false,true,787,57,71,05:27:28,11:47:33,2025-02-06 17:39:30.276000+01:00 CET Europe/Madrid,2025-03-06 13:43:14.584000+01:00 CET Europe/Madrid
19,C037 - Centro de lectura María Moliner de Estremera,RETO037,RETOMadrID - Curso de uso básico de ordenador,true,false,true,916,64,71,07:23:18,11:20:43,2025-01-13 17:55:49.703000+01:00 CET Europe/Madrid,2025-03-17 18:48:01.550000+01:00 CET Europe/Madrid
8,C059 - Centro de mayores de Robledo de Chavela,RETO059,RETOMadrID - Curso de uso básico de ordenador,false,false,false,384,42,34,03:30:06,05:47:06,2024-10-28 10:47:01.942000+01:00 CET Europe/Madrid,2024-12-02 11:23:48.784000+01:00 CET Europe/Madrid
6,C043 - Casa de la Cultura de Belmonte del Tajo,RETO043,RETOMadrID - Curso de uso básico de ordenador,true,false,true,535,66,71,07:43:03,10:03:01,2024-10-01 17:55:39.657000+02:00 CEST Europe/Madrid,2024-10-09 19:41:09.640000+02:00 CEST Europe/Madrid
3,C018 - Biblioteca Municipal de Chapinería,RETO018,RETOMadrID - Curso de uso básico de ordenador,true,false,true,1864,57,36,10:06:38,26:47:30,2024-06-24 12:00:22.134000+02:00 CEST Europe/Madrid,2024-11-14 13:07:20.992000+01:00 CET Europe/Madrid
17,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,false,false,false,314,24,17,01:42:29,03:01:52,2025-03-26 12:04:47.283000+01:00 CET Europe/Madrid,2025-03-27 12:08:49.193000+01:00 CET Europe/Madrid
1,C053 - Espacio Joven de Valverde de Alcalá,RETO053,RETOMadrID - Curso de uso básico de ordenador,true,false,true,585,66,71,09:23:07,12:21:56,2025-01-13 12:23:26.602000+01:00 CET Europe/Madrid,2025-03-11 19:53:39.339000+01:00 CET Europe/Madrid
2,C078 - Ayuntamiento de Villar del Olmo,RETO078,RETOMadrID - Curso de uso básico de ordenador,false,true,true,548,68,71,05:05:32,07:24:11,2025-01-20 10:27:26.366000+01:00 CET Europe/Madrid,2025-03-28 14:28:56.812000+01:00 CET Europe/Madrid
1,C068 - Aula Villar del Olmo CEPA Torres de la Alameda,RETO068,RETOMadrID - Curso de uso básico de ordenador,true,false,true,1051,66,70,07:22:03,13:38:08,2024-10-01 18:55:31.995000+02:00 CEST Europe/Madrid,2024-11-07 20:55:06.371000+01:00 CET Europe/Madrid
23,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,true,true,true,736,68,71,04:49:29,07:54:26,2025-03-12 17:12:32.769000+01:00 CET Europe/Madrid,2025-03-26 18:56:52.049000+01:00 CET Europe/Madrid
9,C086 - Biblioteca Municipal de El Escorial,RETO086,RETOMadrID - Curso de uso básico de ordenador,false,false,false,182,18,25,01:41:14,02:11:23,2025-03-04 11:09:20.678000+01:00 CET Europe/Madrid,2025-03-12 13:27:59.376000+01:00 CET Europe/Madrid
10,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,true,false,true,613,58,43,07:38:05,15:03:12,2024-12-30 10:24:11.265000+01:00 CET Europe/Madrid,2025-03-14 11:15:28.832000+01:00 CET Europe/Madrid
6,C060 - Centro Polivalente Gargantilla de Lozoya,RETO060,RETOMadrID - Curso de uso básico de ordenador,true,false,true,652,66,71,04:40:46,10:22:18,2024-11-08 12:39:37.722000+01:00 CET Europe/Madrid,2025-02-18 11:20:17.020000+01:00 CET Europe/Madrid
8,C079 - Casa de Cultura Valmores en Nuevo Baztán,RETO079,RETOMadrID - Curso de uso básico de ordenador,true,false,true,585,66,71,06:14:21,08:24:41,2024-12-19 09:06:47.533000+01:00 CET Europe/Madrid,2025-01-17 10:53:43.268000+01:00 CET Europe/Madrid
5,C002 - Centro Cultural Pedro de Lorenzo en Soto del Real,RETO002,RETOMadrID - Curso de uso básico de ordenador,true,false,true,625,66,71,07:47:38,10:53:15,2025-01-14 17:34:15.341000+01:00 CET Europe/Madrid,2025-03-04 18:21:14.604000+01:00 CET Europe/Madrid
13,C052 - Biblioteca Municipal de Miraflores de la Sierra,RETO052,RETOMadrID - Curso de uso básico de ordenador,true,false,true,729,66,71,05:20:23,10:29:51,2025-01-14 10:57:11.941000+01:00 CET Europe/Madrid,2025-02-18 12:56:08.674000+01:00 CET Europe/Madrid
16,C107 - Ayuntamiento de Daganzo de Arriba,RETO107,RETOMadrID - Curso de uso básico de ordenador,false,false,false,299,41,29,02:47:18,04:14:55,2025-03-17 09:18:22.190000+01:00 CET Europe/Madrid,2025-03-24 12:04:40.771000+01:00 CET Europe/Madrid
12,C060 - Centro Polivalente Gargantilla de Lozoya,RETO060,RETOMadrID - Curso de uso básico de ordenador,true,false,true,423,56,40,04:03:06,11:16:52,2024-11-23 13:04:49.561000+01:00 CET Europe/Madrid,2025-03-12 09:42:34.465000+01:00 CET Europe/Madrid
13,C000 - Escuela Técnica de Ingenieros Informáticos (UPM) - Almacén,RETO000,RETOMadrID - Curso de uso básico de ordenador,true,false,true,524,66,71,04:44:03,07:52:31,2024-11-08 16:24:34.219000+01:00 CET Europe/Madrid,2024-11-15 12:26:45.545000+01:00 CET Europe/Madrid
1,C106 - Residencia Bellaescusa de Orusco de Tajuña,RETO106,RETOMadrID - Curso de uso básico de ordenador,false,false,false,125,21,7,01:04:52,02:25:48,2025-02-20 12:56:08.545000+01:00 CET Europe/Madrid,2025-03-21 13:10:32.527000+01:00 CET Europe/Madrid
1,C060 - Centro Polivalente Gargantilla de Lozoya,RETO060,RETOMadrID - Curso de uso básico de ordenador,false,false,false,3,0,0,00:00:04,00:00:12,2024-10-31 13:02:05.538000+01:00 CET Europe/Madrid,2024-10-31 13:02:17.625000+01:00 CET Europe/Madrid
67,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,false,false,false,16,0,4,,00:00:47,2025-03-13 10:13:41.713000+01:00 CET Europe/Madrid,2025-03-13 10:14:28.185000+01:00 CET Europe/Madrid
12,C116 - Local de la Tercera Edad de Navalgalamella,RETO116,RETOMadrID - Curso de uso básico de ordenador,true,true,true,490,68,71,05:05:52,07:35:33,2025-03-12 09:12:59.947000+01:00 CET Europe/Madrid,2025-03-25 09:52:03.271000+01:00 CET Europe/Madrid
prueba1,C102 - Residencia San Juan Bautista de Aldea del Fresno,RETO102,RETOMadrID - Curso de uso básico de ordenador,false,false,false,68,0,18,00:01:40,00:19:32,2025-01-29 16:36:46.220000+01:00 CET Europe/Madrid,2025-01-29 17:41:33.019000+01:00 CET Europe/Madrid
8,C052 - Biblioteca Municipal de Miraflores de la Sierra,RETO052,RETOMadrID - Curso de uso básico de ordenador,false,false,true,295,53,37,03:40:30,06:01:41,2024-11-19 11:34:29.733000+01:00 CET Europe/Madrid,2025-02-24 11:45:32.191000+01:00 CET Europe/Madrid
11,C047 - Biblioteca Municipal de Alpedrete,RETO047,RETOMadrID - Curso de uso básico de ordenador,true,false,false,352,37,29,05:02:35,07:48:18,2024-10-10 10:05:08.502000+02:00 CEST Europe/Madrid,2025-03-13 10:48:56.954000+01:00 CET Europe/Madrid
6,C041 - Centro Cívico Antonio Simón Cuevas de Villamanta,RETO041,RETOMadrID - Curso de uso básico de ordenador,false,false,true,543,66,71,05:45:26,07:03:14,2025-02-11 17:02:14.266000+01:00 CET Europe/Madrid,2025-03-04 17:15:56.256000+01:00 CET Europe/Madrid
6,C036 - Sala de lectura de Valdetorres de Jarama,RETO036,RETOMadrID - Curso de uso básico de ordenador,false,false,false,379,33,27,03:50:51,06:08:59,2025-03-19 18:08:21.402000+01:00 CET Europe/Madrid,2025-03-24 17:25:46.585000+01:00 CET Europe/Madrid
11,"C077 - Ayuntamiento El Boalo, Cerceda y Mataelpino",RETO077,RETOMadrID - Curso de uso básico de ordenador,false,false,false,287,24,25,02:24:15,03:48:26,2025-03-25 18:01:45.783000+01:00 CET Europe/Madrid,2025-03-28 19:42:02.985000+01:00 CET Europe/Madrid
6,C044 - Edificio Escuelas Centro Actividades de Belvis del Jarama,RETO044,RETOMadrID - Curso de uso básico de ordenador,true,true,true,440,61,41,04:46:47,08:32:50,2025-02-10 18:08:18.520000+01:00 CET Europe/Madrid,2025-02-17 18:39:33.913000+01:00 CET Europe/Madrid
16,C037 - Centro de lectura María Moliner de Estremera,RETO037,RETOMadrID - Curso de uso básico de ordenador,false,false,false,237,22,25,03:53:17,07:28:45,2024-10-25 17:42:04.690000+02:00 CEST Europe/Madrid,2025-02-06 18:01:28.779000+01:00 CET Europe/Madrid
prueba1,C051 - Centro de Día Venecia de Camarma de Esteruelas,RETO051,RETOMadrID - Curso de uso básico de ordenador,false,false,false,12,0,0,00:00:46,00:10:41,2025-01-31 11:17:21.492000+01:00 CET Europe/Madrid,2025-01-31 11:28:02.183000+01:00 CET Europe/Madrid
15,C060 - Centro Polivalente Gargantilla de Lozoya,RETO060,RETOMadrID - Curso de uso básico de ordenador,true,false,true,621,66,71,05:23:57,09:34:15,2024-12-08 12:37:48.256000+01:00 CET Europe/Madrid,2025-01-31 11:04:20.597000+01:00 CET Europe/Madrid
15,C038 - Biblioteca Municipal María Moliner de Velilla de San Antonio,RETO038,RETOMadrID - Curso de uso básico de ordenador,true,false,true,845,59,43,06:59:01,12:20:14,2024-09-25 14:02:21.548000+02:00 CEST Europe/Madrid,2024-10-28 11:42:11.090000+01:00 CET Europe/Madrid
8,C026 - Bilbioteca Municipal de Navalafuente,RETO026,RETOMadrID - Curso de uso básico de ordenador,false,false,false,108,10,25,00:38:19,00:44:41,2024-10-04 09:18:10.433000+02:00 CEST Europe/Madrid,2024-10-04 10:02:51.506000+02:00 CEST Europe/Madrid
20,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,true,false,true,395,57,40,05:04:23,08:28:11,2025-03-11 12:06:41.520000+01:00 CET Europe/Madrid,2025-03-27 13:19:39.597000+01:00 CET Europe/Madrid
23,C000 - Escuela Técnica de Ingenieros Informáticos (UPM) - Almacén,RETO000,RETOMadrID - Curso de uso básico de ordenador,false,false,false,72,10,0,00:32:56,01:32:06,2025-01-27 11:36:17.772000+01:00 CET Europe/Madrid,2025-01-27 13:08:23.640000+01:00 CET Europe/Madrid
8,"C057 - Centro de Mayores ""Virgen de la Nueva"" de San Martín de Valdeiglesias",RETO057,RETOMadrID - Curso de uso básico de ordenador,true,false,true,309,54,37,04:18:44,11:53:42,2024-10-04 12:14:21.340000+02:00 CEST Europe/Madrid,2025-03-19 13:58:59.383000+01:00 CET Europe/Madrid
10,C000 - Escuela Técnica de Ingenieros Informáticos (UPM) - Almacén,RETO000,RETOMadrID - Curso de uso básico de ordenador,false,false,false,81,0,24,00:00:10,00:01:51,2024-10-23 09:34:39.693000+02:00 CEST Europe/Madrid,2024-10-23 09:36:30.389000+02:00 CEST Europe/Madrid
25,C058 - CEPA San Martín de la Vega,RETO058,RETOMadrID - Curso de uso básico de ordenador,false,false,false,104,2,18,00:37:24,00:51:20,2024-10-07 16:50:05.275000+02:00 CEST Europe/Madrid,2024-10-07 17:41:25.617000+02:00 CEST Europe/Madrid
prueba3,"C008 - Coworking Puerta de la Sierra. Cotos de Monterrey, Venturada",RETO008,RETOMadrID - Curso de uso básico de ordenador,false,false,false,67,24,0,01:23:39,04:27:26,2024-07-31 17:15:57.318000+02:00 CEST Europe/Madrid,2024-08-14 15:55:11.987000+02:00 CEST Europe/Madrid
4,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,true,true,true,888,68,71,05:57:05,11:33:36,2024-12-26 12:01:26.392000+01:00 CET Europe/Madrid,2025-02-26 11:09:25.259000+01:00 CET Europe/Madrid
1,C050 - Biblioteca Municipal Pedro Antonio Alarcón de San Lorenzo de El Escorial,RETO050,RETOMadrID - Curso de uso básico de ordenador,true,false,true,579,61,69,06:19:31,10:13:41,2024-10-18 16:04:15.809000+02:00 CEST Europe/Madrid,2024-10-28 17:52:21.711000+01:00 CET Europe/Madrid
5,C069 - Aula Los Santos de la Humosa CEPA Torres de la Alameda,RETO069,RETOMadrID - Curso de uso básico de ordenador,true,false,true,539,60,67,06:34:21,09:51:46,2024-10-01 16:49:45.256000+02:00 CEST Europe/Madrid,2024-11-18 04:58:35.055000+01:00 CET Europe/Madrid
3,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,false,false,false,293,42,36,02:33:11,04:14:45,2025-03-05 18:22:26.360000+01:00 CET Europe/Madrid,2025-03-25 11:57:06.367000+01:00 CET Europe/Madrid
3,C055 - Residencia el Escorial,RETO055,RETOMadrID - Curso de uso básico de ordenador,false,false,false,61,1,18,00:04:03,00:25:19,2025-02-28 12:18:40.123000+01:00 CET Europe/Madrid,2025-02-28 12:43:59.645000+01:00 CET Europe/Madrid
6,C039 - Biblioteca Municipal de Navacerrada,RETO039,RETOMadrID - Curso de uso básico de ordenador,false,false,false,163,25,25,01:50:26,02:12:24,2023-02-02 10:23:41.366000+01:00 CET Europe/Madrid,2023-02-02 12:36:05.756000+01:00 CET Europe/Madrid
prueba1,C049 - Centro de Lectura Juana Kéiser de Fresnedillas de la Oliva,RETO049,RETOMadrID - Curso de uso básico de ordenador,false,false,false,138,2,18,00:26:58,03:07:13,2024-09-13 14:25:21.083000+02:00 CEST Europe/Madrid,2024-10-10 17:36:11.951000+02:00 CEST Europe/Madrid
4,C107 - Ayuntamiento de Daganzo de Arriba,RETO107,RETOMadrID - Curso de uso básico de ordenador,true,false,true,506,57,40,03:40:01,07:33:07,2025-03-05 10:04:42.654000+01:00 CET Europe/Madrid,2025-03-26 11:32:57.411000+01:00 CET Europe/Madrid
11,C030 - Centro Acogida Solicitantes de Asilo del Escorial,RETO030,RETOMadrID - Curso de uso básico de ordenador,false,false,false,174,0,25,00:31:32,00:45:05,2025-03-13 16:17:33.748000+01:00 CET Europe/Madrid,2025-03-13 17:02:38.465000+01:00 CET Europe/Madrid
